"","V1","V2","V3","V4"
"result.1496","Social Sciences","Data Science","Arts and Humanities","Physical Science and Engineering"
"result.1497","Social Sciences","Data Science","Arts and Humanities","Computer Science"
"result.1498","Social Sciences","Data Science","Arts and Humanities","Business"
"result.1499","Social Sciences","Data Science","Arts and Humanities","Physical Science and Engineering"
"result.1500","Social Sciences","Data Science","Arts and Humanities","Life Sciences"
"result.1501","Social Sciences","Data Science","Physical Science and Engineering","Arts and Humanities"
"result.1502","Social Sciences","Data Science","Physical Science and Engineering","Business"
"result.1503","Social Sciences","Data Science","Physical Science and Engineering","Physical Science and Engineering"
"result.1504","Social Sciences","Data Science","Physical Science and Engineering","Computer Science"
"result.1505","Social Sciences","Data Science","Physical Science and Engineering","Business"
"result.1506","Social Sciences","Data Science","Physical Science and Engineering","Physical Science and Engineering"
"result.1507","Social Sciences","Data Science","Physical Science and Engineering","Life Sciences"
"result.1508","Social Sciences","Data Science","Arts and Humanities","Business"
"result.1509","Social Sciences","Data Science","Arts and Humanities","Physical Science and Engineering"
"result.1510","Social Sciences","Data Science","Arts and Humanities","Computer Science"
"result.1511","Social Sciences","Data Science","Arts and Humanities","Business"
"result.1512","Social Sciences","Data Science","Arts and Humanities","Physical Science and Engineering"
"result.1513","Social Sciences","Data Science","Arts and Humanities","Life Sciences"
"result.1514","Social Sciences","Data Science","Business","Physical Science and Engineering"
"result.1515","Social Sciences","Data Science","Business","Computer Science"
"result.1516","Social Sciences","Data Science","Business","Business"
"result.1517","Social Sciences","Data Science","Business","Physical Science and Engineering"
"result.1518","Social Sciences","Data Science","Business","Life Sciences"
"result.1519","Social Sciences","Data Science","Physical Science and Engineering","Computer Science"
"result.1520","Social Sciences","Data Science","Physical Science and Engineering","Business"
"result.1521","Social Sciences","Data Science","Physical Science and Engineering","Physical Science and Engineering"
"result.1522","Social Sciences","Data Science","Physical Science and Engineering","Life Sciences"
"result.1523","Social Sciences","Data Science","Computer Science","Business"
"result.1524","Social Sciences","Data Science","Computer Science","Physical Science and Engineering"
"result.1525","Social Sciences","Data Science","Computer Science","Life Sciences"
"result.1526","Social Sciences","Data Science","Business","Physical Science and Engineering"
"result.1527","Social Sciences","Data Science","Business","Life Sciences"
"result.1528","Social Sciences","Data Science","Physical Science and Engineering","Life Sciences"
"result.1529","Social Sciences","Arts and Humanities","Arts and Humanities","Physical Science and Engineering"
"result.1530","Social Sciences","Arts and Humanities","Arts and Humanities","Arts and Humanities"
"result.1531","Social Sciences","Arts and Humanities","Arts and Humanities","Business"
"result.1532","Social Sciences","Arts and Humanities","Arts and Humanities","Physical Science and Engineering"
"result.1533","Social Sciences","Arts and Humanities","Arts and Humanities","Computer Science"
"result.1534","Social Sciences","Arts and Humanities","Arts and Humanities","Business"
"result.1535","Social Sciences","Arts and Humanities","Arts and Humanities","Physical Science and Engineering"
"result.1536","Social Sciences","Arts and Humanities","Arts and Humanities","Life Sciences"
"result.1537","Social Sciences","Arts and Humanities","Physical Science and Engineering","Arts and Humanities"
"result.1538","Social Sciences","Arts and Humanities","Physical Science and Engineering","Business"
"result.1539","Social Sciences","Arts and Humanities","Physical Science and Engineering","Physical Science and Engineering"
"result.1540","Social Sciences","Arts and Humanities","Physical Science and Engineering","Computer Science"
"result.1541","Social Sciences","Arts and Humanities","Physical Science and Engineering","Business"
"result.1542","Social Sciences","Arts and Humanities","Physical Science and Engineering","Physical Science and Engineering"
"result.1543","Social Sciences","Arts and Humanities","Physical Science and Engineering","Life Sciences"
"result.1544","Social Sciences","Arts and Humanities","Arts and Humanities","Business"
"result.1545","Social Sciences","Arts and Humanities","Arts and Humanities","Physical Science and Engineering"
"result.1546","Social Sciences","Arts and Humanities","Arts and Humanities","Computer Science"
"result.1547","Social Sciences","Arts and Humanities","Arts and Humanities","Business"
"result.1548","Social Sciences","Arts and Humanities","Arts and Humanities","Physical Science and Engineering"
"result.1549","Social Sciences","Arts and Humanities","Arts and Humanities","Life Sciences"
"result.1550","Social Sciences","Arts and Humanities","Business","Physical Science and Engineering"
"result.1551","Social Sciences","Arts and Humanities","Business","Computer Science"
"result.1552","Social Sciences","Arts and Humanities","Business","Business"
"result.1553","Social Sciences","Arts and Humanities","Business","Physical Science and Engineering"
"result.1554","Social Sciences","Arts and Humanities","Business","Life Sciences"
"result.1555","Social Sciences","Arts and Humanities","Physical Science and Engineering","Computer Science"
"result.1556","Social Sciences","Arts and Humanities","Physical Science and Engineering","Business"
"result.1557","Social Sciences","Arts and Humanities","Physical Science and Engineering","Physical Science and Engineering"
"result.1558","Social Sciences","Arts and Humanities","Physical Science and Engineering","Life Sciences"
"result.1559","Social Sciences","Arts and Humanities","Computer Science","Business"
"result.1560","Social Sciences","Arts and Humanities","Computer Science","Physical Science and Engineering"
"result.1561","Social Sciences","Arts and Humanities","Computer Science","Life Sciences"
"result.1562","Social Sciences","Arts and Humanities","Business","Physical Science and Engineering"
"result.1563","Social Sciences","Arts and Humanities","Business","Life Sciences"
"result.1564","Social Sciences","Arts and Humanities","Physical Science and Engineering","Life Sciences"
"result.1565","Social Sciences","Arts and Humanities","Physical Science and Engineering","Arts and Humanities"
"result.1566","Social Sciences","Arts and Humanities","Physical Science and Engineering","Business"
"result.1567","Social Sciences","Arts and Humanities","Physical Science and Engineering","Physical Science and Engineering"
"result.1568","Social Sciences","Arts and Humanities","Physical Science and Engineering","Computer Science"
"result.1569","Social Sciences","Arts and Humanities","Physical Science and Engineering","Business"
"result.1570","Social Sciences","Arts and Humanities","Physical Science and Engineering","Physical Science and Engineering"
"result.1571","Social Sciences","Arts and Humanities","Physical Science and Engineering","Life Sciences"
"result.1572","Social Sciences","Arts and Humanities","Arts and Humanities","Business"
"result.1573","Social Sciences","Arts and Humanities","Arts and Humanities","Physical Science and Engineering"
"result.1574","Social Sciences","Arts and Humanities","Arts and Humanities","Computer Science"
"result.1575","Social Sciences","Arts and Humanities","Arts and Humanities","Business"
"result.1576","Social Sciences","Arts and Humanities","Arts and Humanities","Physical Science and Engineering"
"result.1577","Social Sciences","Arts and Humanities","Arts and Humanities","Life Sciences"
"result.1578","Social Sciences","Arts and Humanities","Business","Physical Science and Engineering"
"result.1579","Social Sciences","Arts and Humanities","Business","Computer Science"
"result.1580","Social Sciences","Arts and Humanities","Business","Business"
"result.1581","Social Sciences","Arts and Humanities","Business","Physical Science and Engineering"
"result.1582","Social Sciences","Arts and Humanities","Business","Life Sciences"
"result.1583","Social Sciences","Arts and Humanities","Physical Science and Engineering","Computer Science"
"result.1584","Social Sciences","Arts and Humanities","Physical Science and Engineering","Business"
"result.1585","Social Sciences","Arts and Humanities","Physical Science and Engineering","Physical Science and Engineering"
"result.1586","Social Sciences","Arts and Humanities","Physical Science and Engineering","Life Sciences"
"result.1587","Social Sciences","Arts and Humanities","Computer Science","Business"
"result.1588","Social Sciences","Arts and Humanities","Computer Science","Physical Science and Engineering"
"result.1589","Social Sciences","Arts and Humanities","Computer Science","Life Sciences"
"result.1590","Social Sciences","Arts and Humanities","Business","Physical Science and Engineering"
"result.1591","Social Sciences","Arts and Humanities","Business","Life Sciences"
"result.1592","Social Sciences","Arts and Humanities","Physical Science and Engineering","Life Sciences"
"result.1593","Social Sciences","Physical Science and Engineering","Arts and Humanities","Business"
"result.1594","Social Sciences","Physical Science and Engineering","Arts and Humanities","Physical Science and Engineering"
"result.1595","Social Sciences","Physical Science and Engineering","Arts and Humanities","Computer Science"
"result.1596","Social Sciences","Physical Science and Engineering","Arts and Humanities","Business"
"result.1597","Social Sciences","Physical Science and Engineering","Arts and Humanities","Physical Science and Engineering"
"result.1598","Social Sciences","Physical Science and Engineering","Arts and Humanities","Life Sciences"
"result.1599","Social Sciences","Physical Science and Engineering","Business","Physical Science and Engineering"
"result.1600","Social Sciences","Physical Science and Engineering","Business","Computer Science"
"result.1601","Social Sciences","Physical Science and Engineering","Business","Business"
"result.1602","Social Sciences","Physical Science and Engineering","Business","Physical Science and Engineering"
"result.1603","Social Sciences","Physical Science and Engineering","Business","Life Sciences"
"result.1604","Social Sciences","Physical Science and Engineering","Physical Science and Engineering","Computer Science"
"result.1605","Social Sciences","Physical Science and Engineering","Physical Science and Engineering","Business"
"result.1606","Social Sciences","Physical Science and Engineering","Physical Science and Engineering","Physical Science and Engineering"
"result.1607","Social Sciences","Physical Science and Engineering","Physical Science and Engineering","Life Sciences"
"result.1608","Social Sciences","Physical Science and Engineering","Computer Science","Business"
"result.1609","Social Sciences","Physical Science and Engineering","Computer Science","Physical Science and Engineering"
"result.1610","Social Sciences","Physical Science and Engineering","Computer Science","Life Sciences"
"result.1611","Social Sciences","Physical Science and Engineering","Business","Physical Science and Engineering"
"result.1612","Social Sciences","Physical Science and Engineering","Business","Life Sciences"
"result.1613","Social Sciences","Physical Science and Engineering","Physical Science and Engineering","Life Sciences"
"result.1614","Social Sciences","Arts and Humanities","Business","Physical Science and Engineering"
"result.1615","Social Sciences","Arts and Humanities","Business","Computer Science"
"result.1616","Social Sciences","Arts and Humanities","Business","Business"
"result.1617","Social Sciences","Arts and Humanities","Business","Physical Science and Engineering"
"result.1618","Social Sciences","Arts and Humanities","Business","Life Sciences"
"result.1619","Social Sciences","Arts and Humanities","Physical Science and Engineering","Computer Science"
"result.1620","Social Sciences","Arts and Humanities","Physical Science and Engineering","Business"
"result.1621","Social Sciences","Arts and Humanities","Physical Science and Engineering","Physical Science and Engineering"
"result.1622","Social Sciences","Arts and Humanities","Physical Science and Engineering","Life Sciences"
"result.1623","Social Sciences","Arts and Humanities","Computer Science","Business"
"result.1624","Social Sciences","Arts and Humanities","Computer Science","Physical Science and Engineering"
"result.1625","Social Sciences","Arts and Humanities","Computer Science","Life Sciences"
"result.1626","Social Sciences","Arts and Humanities","Business","Physical Science and Engineering"
"result.1627","Social Sciences","Arts and Humanities","Business","Life Sciences"
"result.1628","Social Sciences","Arts and Humanities","Physical Science and Engineering","Life Sciences"
"result.1629","Social Sciences","Business","Physical Science and Engineering","Computer Science"
"result.1630","Social Sciences","Business","Physical Science and Engineering","Business"
"result.1631","Social Sciences","Business","Physical Science and Engineering","Physical Science and Engineering"
"result.1632","Social Sciences","Business","Physical Science and Engineering","Life Sciences"
"result.1633","Social Sciences","Business","Computer Science","Business"
"result.1634","Social Sciences","Business","Computer Science","Physical Science and Engineering"
"result.1635","Social Sciences","Business","Computer Science","Life Sciences"
"result.1636","Social Sciences","Business","Business","Physical Science and Engineering"
"result.1637","Social Sciences","Business","Business","Life Sciences"
"result.1638","Social Sciences","Business","Physical Science and Engineering","Life Sciences"
"result.1639","Social Sciences","Physical Science and Engineering","Computer Science","Business"
"result.1640","Social Sciences","Physical Science and Engineering","Computer Science","Physical Science and Engineering"
"result.1641","Social Sciences","Physical Science and Engineering","Computer Science","Life Sciences"
"result.1642","Social Sciences","Physical Science and Engineering","Business","Physical Science and Engineering"
"result.1643","Social Sciences","Physical Science and Engineering","Business","Life Sciences"
"result.1644","Social Sciences","Physical Science and Engineering","Physical Science and Engineering","Life Sciences"
"result.1645","Social Sciences","Computer Science","Business","Physical Science and Engineering"
"result.1646","Social Sciences","Computer Science","Business","Life Sciences"
"result.1647","Social Sciences","Computer Science","Physical Science and Engineering","Life Sciences"
"result.1648","Social Sciences","Business","Physical Science and Engineering","Life Sciences"
"result.1649","Social Sciences","Social Sciences","Language Learning","Social Sciences"
"result.1650","Social Sciences","Social Sciences","Language Learning","Computer Science"
"result.1651","Social Sciences","Social Sciences","Language Learning","Life Sciences"
"result.1652","Social Sciences","Social Sciences","Language Learning","Social Sciences"
"result.1653","Social Sciences","Social Sciences","Social Sciences","Computer Science"
"result.1654","Social Sciences","Social Sciences","Social Sciences","Life Sciences"
"result.1655","Social Sciences","Social Sciences","Social Sciences","Social Sciences"
"result.1656","Social Sciences","Social Sciences","Computer Science","Life Sciences"
"result.1657","Social Sciences","Social Sciences","Computer Science","Social Sciences"
"result.1658","Social Sciences","Social Sciences","Life Sciences","Social Sciences"
"result.1659","Social Sciences","Language Learning","Social Sciences","Computer Science"
"result.1660","Social Sciences","Language Learning","Social Sciences","Life Sciences"
"result.1661","Social Sciences","Language Learning","Social Sciences","Social Sciences"
"result.1662","Social Sciences","Language Learning","Computer Science","Life Sciences"
"result.1663","Social Sciences","Language Learning","Computer Science","Social Sciences"
"result.1664","Social Sciences","Language Learning","Life Sciences","Social Sciences"
"result.1665","Social Sciences","Social Sciences","Computer Science","Life Sciences"
"result.1666","Social Sciences","Social Sciences","Computer Science","Social Sciences"
"result.1667","Social Sciences","Social Sciences","Life Sciences","Social Sciences"
"result.1668","Social Sciences","Computer Science","Life Sciences","Social Sciences"
"result.1669","Life Sciences","Arts and Humanities","Data Science","Arts and Humanities"
"result.1670","Life Sciences","Arts and Humanities","Data Science","Computer Science"
"result.1671","Life Sciences","Arts and Humanities","Data Science","Physical Science and Engineering"
"result.1672","Life Sciences","Arts and Humanities","Data Science","Computer Science"
"result.1673","Life Sciences","Arts and Humanities","Arts and Humanities","Computer Science"
"result.1674","Life Sciences","Arts and Humanities","Arts and Humanities","Physical Science and Engineering"
"result.1675","Life Sciences","Arts and Humanities","Arts and Humanities","Computer Science"
"result.1676","Life Sciences","Arts and Humanities","Computer Science","Physical Science and Engineering"
"result.1677","Life Sciences","Arts and Humanities","Computer Science","Computer Science"
"result.1678","Life Sciences","Arts and Humanities","Physical Science and Engineering","Computer Science"
"result.1679","Life Sciences","Data Science","Arts and Humanities","Computer Science"
"result.1680","Life Sciences","Data Science","Arts and Humanities","Physical Science and Engineering"
"result.1681","Life Sciences","Data Science","Arts and Humanities","Computer Science"
"result.1682","Life Sciences","Data Science","Computer Science","Physical Science and Engineering"
"result.1683","Life Sciences","Data Science","Computer Science","Computer Science"
"result.1684","Life Sciences","Data Science","Physical Science and Engineering","Computer Science"
"result.1685","Life Sciences","Arts and Humanities","Computer Science","Physical Science and Engineering"
"result.1686","Life Sciences","Arts and Humanities","Computer Science","Computer Science"
"result.1687","Life Sciences","Arts and Humanities","Physical Science and Engineering","Computer Science"
"result.1688","Life Sciences","Computer Science","Physical Science and Engineering","Computer Science"
"result.1689","Math and Logic","Computer Science","Business","Computer Science"
"result.1690","Math and Logic","Computer Science","Business","Physical Science and Engineering"
"result.1691","Math and Logic","Computer Science","Computer Science","Physical Science and Engineering"
"result.1692","Math and Logic","Business","Computer Science","Physical Science and Engineering"
"result.1693","Business","Computer Science","Arts and Humanities","Social Sciences"
"result.1694","Business","Computer Science","Arts and Humanities","Life Sciences"
"result.1695","Business","Computer Science","Social Sciences","Life Sciences"
"result.1696","Business","Arts and Humanities","Social Sciences","Life Sciences"
"result.1697","Arts and Humanities","Data Science","Arts and Humanities","Computer Science"
"result.1698","Arts and Humanities","Data Science","Arts and Humanities","Physical Science and Engineering"
"result.1699","Arts and Humanities","Data Science","Arts and Humanities","Computer Science"
"result.1700","Arts and Humanities","Data Science","Computer Science","Physical Science and Engineering"
"result.1701","Arts and Humanities","Data Science","Computer Science","Computer Science"
"result.1702","Arts and Humanities","Data Science","Physical Science and Engineering","Computer Science"
"result.1703","Arts and Humanities","Arts and Humanities","Computer Science","Physical Science and Engineering"
"result.1704","Arts and Humanities","Arts and Humanities","Computer Science","Computer Science"
"result.1705","Arts and Humanities","Arts and Humanities","Physical Science and Engineering","Computer Science"
"result.1706","Arts and Humanities","Computer Science","Physical Science and Engineering","Computer Science"
"result.1707","Computer Science","Business","Business","Data Science"
"result.1708","Computer Science","Business","Business","Business"
"result.1709","Computer Science","Business","Business","Life Sciences"
"result.1710","Computer Science","Business","Data Science","Business"
"result.1711","Computer Science","Business","Data Science","Life Sciences"
"result.1712","Computer Science","Business","Business","Life Sciences"
"result.1713","Computer Science","Social Sciences","Business","Computer Science"
"result.1714","Computer Science","Social Sciences","Business","Data Science"
"result.1715","Computer Science","Social Sciences","Business","Business"
"result.1716","Computer Science","Social Sciences","Business","Physical Science and Engineering"
"result.1717","Computer Science","Social Sciences","Business","Arts and Humanities"
"result.1718","Computer Science","Social Sciences","Business","Life Sciences"
"result.1719","Computer Science","Social Sciences","Business","Business"
"result.1720","Computer Science","Social Sciences","Computer Science","Data Science"
"result.1721","Computer Science","Social Sciences","Computer Science","Business"
"result.1722","Computer Science","Social Sciences","Computer Science","Physical Science and Engineering"
"result.1723","Computer Science","Social Sciences","Computer Science","Arts and Humanities"
"result.1724","Computer Science","Social Sciences","Computer Science","Life Sciences"
"result.1725","Computer Science","Social Sciences","Computer Science","Business"
"result.1726","Computer Science","Social Sciences","Data Science","Business"
"result.1727","Computer Science","Social Sciences","Data Science","Physical Science and Engineering"
"result.1728","Computer Science","Social Sciences","Data Science","Arts and Humanities"
"result.1729","Computer Science","Social Sciences","Data Science","Life Sciences"
"result.1730","Computer Science","Social Sciences","Data Science","Business"
"result.1731","Computer Science","Social Sciences","Business","Physical Science and Engineering"
"result.1732","Computer Science","Social Sciences","Business","Arts and Humanities"
"result.1733","Computer Science","Social Sciences","Business","Life Sciences"
"result.1734","Computer Science","Social Sciences","Business","Business"
"result.1735","Computer Science","Social Sciences","Physical Science and Engineering","Arts and Humanities"
"result.1736","Computer Science","Social Sciences","Physical Science and Engineering","Life Sciences"
"result.1737","Computer Science","Social Sciences","Physical Science and Engineering","Business"
"result.1738","Computer Science","Social Sciences","Arts and Humanities","Life Sciences"
"result.1739","Computer Science","Social Sciences","Arts and Humanities","Business"
"result.1740","Computer Science","Social Sciences","Life Sciences","Business"
"result.1741","Computer Science","Physical Science and Engineering","Business","Data Science"
"result.1742","Computer Science","Physical Science and Engineering","Business","Computer Science"
"result.1743","Computer Science","Physical Science and Engineering","Data Science","Computer Science"
"result.1744","Computer Science","Business","Computer Science","Data Science"
"result.1745","Computer Science","Business","Computer Science","Business"
"result.1746","Computer Science","Business","Computer Science","Physical Science and Engineering"
"result.1747","Computer Science","Business","Computer Science","Arts and Humanities"
"result.1748","Computer Science","Business","Computer Science","Life Sciences"
"result.1749","Computer Science","Business","Computer Science","Business"
"result.1750","Computer Science","Business","Data Science","Business"
"result.1751","Computer Science","Business","Data Science","Physical Science and Engineering"
"result.1752","Computer Science","Business","Data Science","Arts and Humanities"
"result.1753","Computer Science","Business","Data Science","Life Sciences"
"result.1754","Computer Science","Business","Data Science","Business"
"result.1755","Computer Science","Business","Business","Physical Science and Engineering"
"result.1756","Computer Science","Business","Business","Arts and Humanities"
"result.1757","Computer Science","Business","Business","Life Sciences"
"result.1758","Computer Science","Business","Business","Business"
"result.1759","Computer Science","Business","Physical Science and Engineering","Arts and Humanities"
"result.1760","Computer Science","Business","Physical Science and Engineering","Life Sciences"
"result.1761","Computer Science","Business","Physical Science and Engineering","Business"
"result.1762","Computer Science","Business","Arts and Humanities","Life Sciences"
"result.1763","Computer Science","Business","Arts and Humanities","Business"
"result.1764","Computer Science","Business","Life Sciences","Business"
"result.1765","Computer Science","Computer Science","Data Science","Business"
"result.1766","Computer Science","Computer Science","Data Science","Physical Science and Engineering"
"result.1767","Computer Science","Computer Science","Data Science","Arts and Humanities"
"result.1768","Computer Science","Computer Science","Data Science","Life Sciences"
"result.1769","Computer Science","Computer Science","Data Science","Business"
"result.1770","Computer Science","Computer Science","Business","Physical Science and Engineering"
"result.1771","Computer Science","Computer Science","Business","Arts and Humanities"
"result.1772","Computer Science","Computer Science","Business","Life Sciences"
"result.1773","Computer Science","Computer Science","Business","Business"
"result.1774","Computer Science","Computer Science","Physical Science and Engineering","Arts and Humanities"
"result.1775","Computer Science","Computer Science","Physical Science and Engineering","Life Sciences"
"result.1776","Computer Science","Computer Science","Physical Science and Engineering","Business"
"result.1777","Computer Science","Computer Science","Arts and Humanities","Life Sciences"
"result.1778","Computer Science","Computer Science","Arts and Humanities","Business"
"result.1779","Computer Science","Computer Science","Life Sciences","Business"
"result.1780","Computer Science","Business","Data Science","Computer Science"
"result.1781","Computer Science","Business","Data Science","Business"
"result.1782","Computer Science","Business","Data Science","Life Sciences"
"result.1783","Computer Science","Business","Business","Life Sciences"
"result.1784","Computer Science","Data Science","Business","Physical Science and Engineering"
"result.1785","Computer Science","Data Science","Business","Arts and Humanities"
"result.1786","Computer Science","Data Science","Business","Life Sciences"
"result.1787","Computer Science","Data Science","Business","Business"
"result.1788","Computer Science","Data Science","Physical Science and Engineering","Arts and Humanities"
"result.1789","Computer Science","Data Science","Physical Science and Engineering","Life Sciences"
"result.1790","Computer Science","Data Science","Physical Science and Engineering","Business"
"result.1791","Computer Science","Data Science","Arts and Humanities","Life Sciences"
"result.1792","Computer Science","Data Science","Arts and Humanities","Business"
"result.1793","Computer Science","Data Science","Life Sciences","Business"
"result.1794","Computer Science","Business","Physical Science and Engineering","Arts and Humanities"
"result.1795","Computer Science","Business","Physical Science and Engineering","Life Sciences"
"result.1796","Computer Science","Business","Physical Science and Engineering","Business"
"result.1797","Computer Science","Business","Arts and Humanities","Life Sciences"
"result.1798","Computer Science","Business","Arts and Humanities","Business"
"result.1799","Computer Science","Business","Life Sciences","Business"
"result.1800","Computer Science","Physical Science and Engineering","Arts and Humanities","Life Sciences"
"result.1801","Computer Science","Physical Science and Engineering","Arts and Humanities","Business"
"result.1802","Computer Science","Physical Science and Engineering","Life Sciences","Business"
"result.1803","Computer Science","Arts and Humanities","Life Sciences","Business"
"result.1804","Computer Science","Physical Science and Engineering","Data Science","Physical Science and Engineering"
"result.1805","Computer Science","Physical Science and Engineering","Data Science","Data Science"
"result.1806","Computer Science","Physical Science and Engineering","Data Science","Business"
"result.1807","Computer Science","Physical Science and Engineering","Data Science","Business"
"result.1808","Computer Science","Physical Science and Engineering","Physical Science and Engineering","Data Science"
"result.1809","Computer Science","Physical Science and Engineering","Physical Science and Engineering","Business"
"result.1810","Computer Science","Physical Science and Engineering","Physical Science and Engineering","Business"
"result.1811","Computer Science","Physical Science and Engineering","Data Science","Business"
"result.1812","Computer Science","Physical Science and Engineering","Data Science","Business"
"result.1813","Computer Science","Physical Science and Engineering","Business","Business"
"result.1814","Computer Science","Data Science","Physical Science and Engineering","Data Science"
"result.1815","Computer Science","Data Science","Physical Science and Engineering","Business"
"result.1816","Computer Science","Data Science","Physical Science and Engineering","Business"
"result.1817","Computer Science","Data Science","Data Science","Business"
"result.1818","Computer Science","Data Science","Data Science","Business"
"result.1819","Computer Science","Data Science","Business","Business"
"result.1820","Computer Science","Physical Science and Engineering","Data Science","Business"
"result.1821","Computer Science","Physical Science and Engineering","Data Science","Business"
"result.1822","Computer Science","Physical Science and Engineering","Business","Business"
"result.1823","Computer Science","Data Science","Business","Business"
"result.1824","Computer Science","Business","Computer Science","Physical Science and Engineering"
"result.1825","Math and Logic","Business","Business","Physical Science and Engineering"
"result.1826","Math and Logic","Business","Business","Business"
"result.1827","Math and Logic","Business","Business","Business"
"result.1828","Math and Logic","Business","Business","Data Science"
"result.1829","Math and Logic","Business","Business","Computer Science"
"result.1830","Math and Logic","Business","Business","Computer Science"
"result.1831","Math and Logic","Business","Business","Life Sciences"
"result.1832","Math and Logic","Business","Business","Physical Science and Engineering"
"result.1833","Math and Logic","Business","Business","Social Sciences"
"result.1834","Math and Logic","Business","Physical Science and Engineering","Business"
"result.1835","Math and Logic","Business","Physical Science and Engineering","Business"
"result.1836","Math and Logic","Business","Physical Science and Engineering","Data Science"
"result.1837","Math and Logic","Business","Physical Science and Engineering","Computer Science"
"result.1838","Math and Logic","Business","Physical Science and Engineering","Computer Science"
"result.1839","Math and Logic","Business","Physical Science and Engineering","Life Sciences"
"result.1840","Math and Logic","Business","Physical Science and Engineering","Physical Science and Engineering"
"result.1841","Math and Logic","Business","Physical Science and Engineering","Social Sciences"
"result.1842","Math and Logic","Business","Business","Business"
"result.1843","Math and Logic","Business","Business","Data Science"
"result.1844","Math and Logic","Business","Business","Computer Science"
"result.1845","Math and Logic","Business","Business","Computer Science"
"result.1846","Math and Logic","Business","Business","Life Sciences"
"result.1847","Math and Logic","Business","Business","Physical Science and Engineering"
"result.1848","Math and Logic","Business","Business","Social Sciences"
"result.1849","Math and Logic","Business","Business","Data Science"
"result.1850","Math and Logic","Business","Business","Computer Science"
"result.1851","Math and Logic","Business","Business","Computer Science"
"result.1852","Math and Logic","Business","Business","Life Sciences"
"result.1853","Math and Logic","Business","Business","Physical Science and Engineering"
"result.1854","Math and Logic","Business","Business","Social Sciences"
"result.1855","Math and Logic","Business","Data Science","Computer Science"
"result.1856","Math and Logic","Business","Data Science","Computer Science"
"result.1857","Math and Logic","Business","Data Science","Life Sciences"
"result.1858","Math and Logic","Business","Data Science","Physical Science and Engineering"
"result.1859","Math and Logic","Business","Data Science","Social Sciences"
"result.1860","Math and Logic","Business","Computer Science","Computer Science"
"result.1861","Math and Logic","Business","Computer Science","Life Sciences"
"result.1862","Math and Logic","Business","Computer Science","Physical Science and Engineering"
"result.1863","Math and Logic","Business","Computer Science","Social Sciences"
"result.1864","Math and Logic","Business","Computer Science","Life Sciences"
"result.1865","Math and Logic","Business","Computer Science","Physical Science and Engineering"
"result.1866","Math and Logic","Business","Computer Science","Social Sciences"
"result.1867","Math and Logic","Business","Life Sciences","Physical Science and Engineering"
"result.1868","Math and Logic","Business","Life Sciences","Social Sciences"
"result.1869","Math and Logic","Business","Physical Science and Engineering","Social Sciences"
"result.1870","Math and Logic","Business","Physical Science and Engineering","Business"
"result.1871","Math and Logic","Business","Physical Science and Engineering","Business"
"result.1872","Math and Logic","Business","Physical Science and Engineering","Data Science"
"result.1873","Math and Logic","Business","Physical Science and Engineering","Computer Science"
"result.1874","Math and Logic","Business","Physical Science and Engineering","Computer Science"
"result.1875","Math and Logic","Business","Physical Science and Engineering","Life Sciences"
"result.1876","Math and Logic","Business","Physical Science and Engineering","Physical Science and Engineering"
"result.1877","Math and Logic","Business","Physical Science and Engineering","Social Sciences"
"result.1878","Math and Logic","Business","Business","Business"
"result.1879","Math and Logic","Business","Business","Data Science"
"result.1880","Math and Logic","Business","Business","Computer Science"
"result.1881","Math and Logic","Business","Business","Computer Science"
"result.1882","Math and Logic","Business","Business","Life Sciences"
"result.1883","Math and Logic","Business","Business","Physical Science and Engineering"
"result.1884","Math and Logic","Business","Business","Social Sciences"
"result.1885","Math and Logic","Business","Business","Data Science"
"result.1886","Math and Logic","Business","Business","Computer Science"
"result.1887","Math and Logic","Business","Business","Computer Science"
"result.1888","Math and Logic","Business","Business","Life Sciences"
"result.1889","Math and Logic","Business","Business","Physical Science and Engineering"
"result.1890","Math and Logic","Business","Business","Social Sciences"
"result.1891","Math and Logic","Business","Data Science","Computer Science"
"result.1892","Math and Logic","Business","Data Science","Computer Science"
"result.1893","Math and Logic","Business","Data Science","Life Sciences"
"result.1894","Math and Logic","Business","Data Science","Physical Science and Engineering"
"result.1895","Math and Logic","Business","Data Science","Social Sciences"
"result.1896","Math and Logic","Business","Computer Science","Computer Science"
"result.1897","Math and Logic","Business","Computer Science","Life Sciences"
"result.1898","Math and Logic","Business","Computer Science","Physical Science and Engineering"
"result.1899","Math and Logic","Business","Computer Science","Social Sciences"
"result.1900","Math and Logic","Business","Computer Science","Life Sciences"
"result.1901","Math and Logic","Business","Computer Science","Physical Science and Engineering"
"result.1902","Math and Logic","Business","Computer Science","Social Sciences"
"result.1903","Math and Logic","Business","Life Sciences","Physical Science and Engineering"
"result.1904","Math and Logic","Business","Life Sciences","Social Sciences"
"result.1905","Math and Logic","Business","Physical Science and Engineering","Social Sciences"
"result.1906","Math and Logic","Physical Science and Engineering","Data Science","Arts and Humanities"
"result.1907","Math and Logic","Physical Science and Engineering","Data Science","Computer Science"
"result.1908","Math and Logic","Physical Science and Engineering","Arts and Humanities","Life Sciences"
"result.1909","Math and Logic","Physical Science and Engineering","Arts and Humanities","Computer Science"
"result.1910","Math and Logic","Physical Science and Engineering","Arts and Humanities","Business"
