title,provider,school,rating,review_count,language,price,description,url,course_id
Pre-University Calculus (Self-Paced),edX,Delft University of Technology (TU Delft),4,20,,"FREE, Add a Verified Certificate for $50","Mathematics is the language of Science, Engineering and Technology. Calculus is an elementary Mathematical course in any Science and Engineering Bachelor. Pre-university Calculus will prepare you for the Introductory Calculus courses by revising four important mathematical subjects that are assumed to be mastered by beginning Bachelor students: functions, equations, differentiation and integration. After this course you will be well prepared to start your university calculus course. You will learn to understand the necessary definitions and mathematical concepts needed and you will be trained to apply those and solve mathematical problems. You will feel confident in using basic mathematical techniques for your first calculus course at university-level, building on high-school level mathematics. We aim to teach you the skills, but also to show you how mathematics will be used in different engineering and science disciplines. Educat... Mathematics is the language of Science, Engineering and Technology. Calculus is an elementary Mathematical course in any Science and Engineering Bachelor. Pre-university Calculus will prepare you for the Introductory Calculus courses by revising four important mathematical subjects that are assumed to be mastered by beginning Bachelor students: functions, equations, differentiation and integration. After this course you will be well prepared to start your university calculus course. You will learn to understand the necessary definitions and mathematical concepts needed and you will be trained to apply those and solve mathematical problems. You will feel confident in using basic mathematical techniques for your first calculus course at university-level, building on high-school level mathematics. We aim to teach you the skills, but also to show you how mathematics will be used in different engineering and science disciplines. Education method This is a self-paced course consisting of 6 modules (or weeks) and 1 final exam. The class will consist of a collection of 3-5 minute lecture videos, inspirational videos on the use of mathematics in Science,?Engineering and Technology, (interactive) exercises, homework and exams. Exercises, homework and the exams will determine the final grade. The course material will be available for the students online and free of charge.? ? This course was awarded the Open MOOC Award 2016 by the Open Education Consortium. ? ? ? ? LICENSE The course materials of this course are Copyright Delft University of Technology and are licensed under a Creative Commons Attribution-NonCommercial-ShareAlike (CC-BY-NC-SA) 4.0 International License. Learn more about our High School and AP* Exam Preparation Courses * Advanced Placement and AP are registered trademarks of the College Board, which was not involved in the production of, and does not endorse, these offerings. read more read less",/enroll?course_id=80895&direct_enroll=true,80895
Datos para la efectividad de las pol?ticas p?blicas,edX,Inter-American Development Bank,4,15,,"FREE, Add a Verified Certificate for $25","En esta era de la informaci?n, los datos est?n disponibles en todos lados y crecen a una tasa exponencial. ¢¯C?mo podemos darle sentido a todos los datos? ¢¯C?mo aprovechamos los datos en el momento de tomar decisiones? ¢¯C?mo utilizamos los datos para que nos ayuden a guiar la gesti?n y planificaci?n de nuestras pol?ticas? Tanto si eres ciudadano como planificador de pol?ticas, deber?as poder responder a estas preguntas. En este curso podr?s fortalecer tus capacidades de uso, comprensi?n e interpretaci?n de datos, utilizando la plataforma desarrollada por el BID ¡°N?meros para el Desarrollo¡±, que presenta datos e indicadores socioecon?micos de la regi?n de Am?rica Latina y el Caribe. A trav?s de estas herramientas, podr?s comprender c?mo mejorar el proceso de toma de decisiones en la gesti?n p?blica. Al finalizar el curso, contar?s con instrumentos para navegar entre los datos, realizar e interpretar visualizaciones y comprender l... En esta era de la informaci?n, los datos est?n disponibles en todos lados y crecen a una tasa exponencial. ¢¯C?mo podemos darle sentido a todos los datos? ¢¯C?mo aprovechamos los datos en el momento de tomar decisiones? ¢¯C?mo utilizamos los datos para que nos ayuden a guiar la gesti?n y planificaci?n de nuestras pol?ticas? Tanto si eres ciudadano como planificador de pol?ticas, deber?as poder responder a estas preguntas. En este curso podr?s fortalecer tus capacidades de uso, comprensi?n e interpretaci?n de datos, utilizando la plataforma desarrollada por el BID ¡°N?meros para el Desarrollo¡±, que presenta datos e indicadores socioecon?micos de la regi?n de Am?rica Latina y el Caribe. A trav?s de estas herramientas, podr?s comprender c?mo mejorar el proceso de toma de decisiones en la gesti?n p?blica. Al finalizar el curso, contar?s con instrumentos para navegar entre los datos, realizar e interpretar visualizaciones y comprender los diferentes tipos de an?lisis de datos seg?n la pol?tica a implementar. Tranquilo, no se trata de un curso de estad?stica, sino de adquirir los conocimientos necesarios para interpretar gr?ficas, reportes estad?sticos y comprender su lenguaje. Y, lo m?s importante: adquirir?s las bases para fundamentar tus decisiones en datos comprobables, m?s all? de tu intuici?n. El curso est? basado en ejemplos para que puedas ir comprendiendo los diferentes conceptos y metodolog?as de una manera sencilla, pr?ctica y amena. Encontrar?s diferentes actividades pr?cticas, en las que podr?s aplicar los conocimientos adquiridos y practicar con datos y gr?ficas. Adem?s, te mostraremos casos reales del BID para promover el an?lisis y presentar las realidades a las que est?n expuestos los expertos de la regi?n. Tambi?n te enfrentar?s a algunos retos creativos, con los que podr?s medir tus capacidades en un nivel de dificultad m?s elevado. Finalmente, el curso tiene lecturas y videos que permiten generar una mejor compresi?n de temas del curso y participar con fundamento en los foros de discusi?n; en los que se abren espacios para la discusi?n con tus compa?eros alrededor de los temas y retos planteados durante el curso. Este MOOC ha sido certificado por Quality Matters (QM), organizaci?n sin ?nimo de lucro reconocida como l?der en el aseguramiento de la calidad de la educaci?n en l?nea. QM ha desarrollado un conjunto de est?ndares de calidad para el dise?o de cursos cuyo cumplimiento ha sido certificado en este MOOC a trav?s de un riguroso proceso de revisi?n de pares expertos para garantizar la efectividad del aprendizaje. read more read less",/enroll?course_id=88693&direct_enroll=true,88693
Sports and Building Aerodynamics,Coursera,Eindhoven University of Technology,4,1,,FREE,"Have we reached the boundaries of what can be achieved in sports and building design? The answer is definitely ¡°NO¡±. This course explains basic aspects of bluff body aerodynamics, wind tunnel testing and Computational Fluid Dynamics (CFD) simulations with application to sports and building aerodynamics. It is intended for anyone with a strong interest in these topics. Key fields addressed are urban physics, wind engineering and sports engineering.",/enroll?course_id=12662,12662
D?couvrir l'anthropologie,edX,Universit? catholique de Louvain,5,10,,FREE,"Comment les humains s¡¯organisent-ils en soci?t?s ? Qu¡¯appelle-t-on ? familles ? et comment se constituent-elles ? Quel regard et quels types d¡¯analyse l¡¯anthropologie propose-t-elle sur les syst?mes de parent?, symboliques, politiques, religieux ? L¡¯anthropologie prospective nous aide ? comprendre et ? anticiper les ph?nom?nes qui transforment nos modes de vie contemporains. Elle pose un regard transversal sur les actions, les pratiques et les dires des personnes avec lesquelles travaillent les chercheurs. ? Entrer en anthropologie ?, c¡¯est accepter de changer son regard sur le monde et de se d?centrer par rapport ? ses habitudes. Si vous d?sirez comprendre un peu mieux le monde et ses changements contemporains, suivez ces chercheurs sur leur terrain et exp?rimentez d¡¯autres rep?res culturels. Durant ces quelques heures, vous serez amen?s ? d?battre avec des professeurs et des ?tudiants autour de questions sur la famille, le... Comment les humains s¡¯organisent-ils en soci?t?s ? Qu¡¯appelle-t-on ? familles ? et comment se constituent-elles ? Quel regard et quels types d¡¯analyse l¡¯anthropologie propose-t-elle sur les syst?mes de parent?, symboliques, politiques, religieux ? L¡¯anthropologie prospective nous aide ? comprendre et ? anticiper les ph?nom?nes qui transforment nos modes de vie contemporains. Elle pose un regard transversal sur les actions, les pratiques et les dires des personnes avec lesquelles travaillent les chercheurs. ? Entrer en anthropologie ?, c¡¯est accepter de changer son regard sur le monde et de se d?centrer par rapport ? ses habitudes. Si vous d?sirez comprendre un peu mieux le monde et ses changements contemporains, suivez ces chercheurs sur leur terrain et exp?rimentez d¡¯autres rep?res culturels. Durant ces quelques heures, vous serez amen?s ? d?battre avec des professeurs et des ?tudiants autour de questions sur la famille, les migrations, les mondes virtuels ou encore les mondes des invisibles. Vous apprendrez les bases de l'approche anthropologique et ce qu'elle peut vous apporter en termes de r?flexion sur votre propre soci?t?, sur votre vie et votre quotidiennet?. Ce cours vous donne l¡¯opportunit? de comparer vos exp?riences et d¡¯?changer vos points de vue avec des personnes d¡¯autres horizons. Les six semaines de cours aborderont une s?rie de th?matiques illustr?es par des exemples concrets de modes d¡¯existence divers et diss?min?s sur le globe. Des enseignants plong?s au c©«ur des pratiques sociales et des enjeux politiques et ?conomiques les plus vari?s partageront avec vous leur exp?rience apr?s des ann?es d'immersion sur les terrains de recherche qui les passionnent. Si vous ?tes curieux de tout et que comprendre votre propre soci?t? mais aussi des soci?t?s m?connues vous int?resse, ce cours s'adresse ? vous ! How do human beings organize themselves in societies? What do we call ¡°families¡± and how do they form? What type of analysis does anthropology propose about parenthood, and symbolic, political and religious systems? Prospective anthropology helps us to understand and anticipate phenomena that transform our ways of life today. It gives a cross-cutting look at the actions, practices, and words of those people with whom anthropological researchers work. To understand anthropology is to accept changing your view of the world, and to shift your perpsective of your own habits. If you want to understand the world and its contemporary changes more deeply, follow these researchers in their field, and experiment with other cultural references. In this course, you will debate with professors and students about family, migrations, virtual worlds, and the world of ??invisibles.?? You will learn the basis of the anthropological approach and what it can bring you as a reflection tool about your own society and your everyday life. This course gives you the opportunity to compare your experiences and to exchange points of view with people from all around the world. Professors immersed in the heart of various social practices, political and economic issues will share their experiences with you after years of research in fields that they are passionate about. If you are curious about everything, and if you are interested in understanding your own society but also unknown societies, this course is for you! read more read less",/enroll?course_id=45511&direct_enroll=true,45511
Resiliencia N?mica,edX,M?xicoX,4,5,,FREE,"Hoy nuestra cultura debe estar inmersa en ese ya tan importante concepto llamado: RESILIENCIA N?mica. Concepto que la OCDE?(Organizaci?n para la Cooperaci?n y el Desarrollo Econ?micos con 34 pa?ses)?en Jap?n y M?xico 2015 lo se?alan como prioritario,?especialmente en las fuerzas de trabajo; el PNUD?(Programa de las Naciones Unidas para el Desarrollo)?en su reciente Informe sobre Desarrollo Humano 2014 lo vuelve como una urgencia global desde noviembre 2015; ?el Foro Econ?mico Mundial del 2013, declara el Dinamismo RESILIENTE como una cultura urgente a trasladar a las tradiciones del hogar en familia, sobre todo en Iberoam?rica. Es lo ?nico que har? de esta regi?n una regi?n que destaque por su desarrollo humano y erradicaci?n de la pobreza.",/enroll?course_id=48811&direct_enroll=true,48811
Gesti?n Participativa,edX,Universitat Polit?cnica de Valencia,4,6,,FREE,En el curso veremos una definici?n anal?tica de la Gesti?n Participativa y c?mo implantar y medir el grado de despliegue de las pr?cticas de alta implicaci?n (HIWP) en las empresas. Tambi?n analizaremos como se pueden medir los resultados de estas pr?cticas.,/enroll?course_id=69876&direct_enroll=true,69876
Hydraulique fluviale,edX,Universit? catholique de Louvain,5,2,,FREE,"Comment d?crire l¡¯?coulement d¡¯une rivi?re ou d¡¯un fleuve ? Quels am?nagements vont permettre de limiter les impacts d¡¯?v?nements naturels tels qu¡¯une crue ou une inondation sur la population et les villes avoisinantes ? Comment la rivi?re ?volue-t-elle au fil du temps ? Autant de questions qui refl?tent l¡¯importance de la compr?hension du fonctionnement des rivi?res. Face aux enjeux majeurs li?s ? la probl?matique de l¡¯eau et plus particuli?rement ? la gestion durable des rivi?res, ce cours d¡¯hydraulique fluviale va vous donner des cl?s pour comprendre les ?coulements en rivi?res et leurs interactions avec l¡¯environnement. Cette compr?hension joue un r?le primordial pour assurer une gestion responsable de la rivi?re qui permette d¡¯en tirer profit tout en pr?servant l¡¯environnement de ses impacts n?gatifs. Ce cours r?sulte d¡¯une collaboration entre experts de plusieurs universit?s. Durant les huit semaines de cours, vous serez ... Comment d?crire l¡¯?coulement d¡¯une rivi?re ou d¡¯un fleuve ? Quels am?nagements vont permettre de limiter les impacts d¡¯?v?nements naturels tels qu¡¯une crue ou une inondation sur la population et les villes avoisinantes ? Comment la rivi?re ?volue-t-elle au fil du temps ? Autant de questions qui refl?tent l¡¯importance de la compr?hension du fonctionnement des rivi?res. Face aux enjeux majeurs li?s ? la probl?matique de l¡¯eau et plus particuli?rement ? la gestion durable des rivi?res, ce cours d¡¯hydraulique fluviale va vous donner des cl?s pour comprendre les ?coulements en rivi?res et leurs interactions avec l¡¯environnement. Cette compr?hension joue un r?le primordial pour assurer une gestion responsable de la rivi?re qui permette d¡¯en tirer profit tout en pr?servant l¡¯environnement de ses impacts n?gatifs. Ce cours r?sulte d¡¯une collaboration entre experts de plusieurs universit?s. Durant les huit semaines de cours, vous serez confront?s successivement ?: la mod?lisation des ?coulements ? surface libre l¡¯?tude des s?diments et du transport solide la caract?risation morphologique des rivi?res Au fil des s?quences, notions th?oriques alterneront avec applications concr?tes, notamment sur des sites ha?tiens et suisses. Afin de consolider vos connaissances, vous serez encourag?s ? r?pondre ? diff?rents questionnaires ou ? interagir concr?tement avec les autres participants. ? En collaboration avec le r?seau Rescif.?????? ? ??????? read more read less",/enroll?course_id=69942&direct_enroll=true,69942
Psychologie de la n?gociation,edX,Universit? catholique de Louvain,5,16,,"FREE, Add a Verified Certificate for $150","Souvent confin?e ? l¡¯?tude des techniques permettant de vendre une encyclop?die en 24 volumes ? une octog?naire r?calcitrante ou ? l¡¯art de marchander son salaire, la n?gociation est souvent abord?e sous un angle exclusivement utilitariste. Mais n?gocier ce n¡¯est pas se limiter ? la recherche du b?n?fice maximum. La n?gociation traverse toutes les dimensions de la vie humaine. Nous n?gocions tous les jours, dans toutes les sph?res de notre existence?: au travail, avec la famille, les amis¡¦ D?s qu¡¯il s¡¯agit de partager des biens mat?riels mais aussi de r?soudre une divergence d¡¯int?r?ts, de concilier diff?rentes envies, r?ves, go?ts, couleurs¡¦ ? Ce cours s¡¯?loigne de l¡¯approche classique des n?gociations et tente de rendre compte des ph?nom?nes psychologiques ? la base du comportement. L¡¯approche poursuivie sera descriptive plut?t que prescriptive. Contrairement aux th?oriciens du jeu qui ??examinent ce que de super-h... Souvent confin?e ? l¡¯?tude des techniques permettant de vendre une encyclop?die en 24 volumes ? une octog?naire r?calcitrante ou ? l¡¯art de marchander son salaire, la n?gociation est souvent abord?e sous un angle exclusivement utilitariste. Mais n?gocier ce n¡¯est pas se limiter ? la recherche du b?n?fice maximum. La n?gociation traverse toutes les dimensions de la vie humaine. Nous n?gocions tous les jours, dans toutes les sph?res de notre existence?: au travail, avec la famille, les amis¡¦ D?s qu¡¯il s¡¯agit de partager des biens mat?riels mais aussi de r?soudre une divergence d¡¯int?r?ts, de concilier diff?rentes envies, r?ves, go?ts, couleurs¡¦ ? Ce cours s¡¯?loigne de l¡¯approche classique des n?gociations et tente de rendre compte des ph?nom?nes psychologiques ? la base du comportement. L¡¯approche poursuivie sera descriptive plut?t que prescriptive. Contrairement aux th?oriciens du jeu qui ??examinent ce que de super-hommes, ultra-intelligents et impeccablement rationnels devraient faire dans les situations comp?titives??, nous explorerons la fa?on dont ??des ?tres imparfaits se comportent dans la r?alit??? (Ra?ffa, 1982, p. 21). Ainsi, les ?tres humains poursuivent des motivations, ont des attentes, des pr?jug?s, des biais et des ?motions. Ils analysent l¡¯information qui leur est soumise et prennent des d?cisions ? travers le spectre de leurs propres limites cognitives. Leurs actions fluctuent en fonction de la situation ou de leur personnalit?. Toutes ces variables influencent non seulement le comportement des personnes mais, plus fondamentalement, elles modifient la dynamique m?me de r?solution des divergences. Ce cours mettra en ?vidence ces variables multiples et offrira aux ?tudiants une compr?hension fine et d?taill?e des processus psychologiques qui entrent en jeu avant, pendant et apr?s toute n?gociation. ? Ce cours sera enseign? en fran?ais. ? read more read less",/enroll?course_id=78587&direct_enroll=true,78587
Comprendre la respiration,edX,Universit? catholique de Louvain,4,8,,"FREE, Add a Verified Certificate for $50","Pourquoi respirons-nous?? A quoi servent nos poumons?? Quel est le lien entre l¡¯oxyg?ne et la vie?? Ces questions ouvrent un vaste champ de d?couvertes et de curiosit?s pour mieux comprendre la ?respiration. Ce cours s¡¯adresse ? toute personne qui souhaite apprivoiser, s¡¯approprier ou approfondir le fonctionnement de la respiration et des poumons, autrement dit la physiologie respiratoire humaine. ? Plong?s au c©«ur de l¡¯universit? et de la pratique hospitali?re, durant ?sept semaines, vous c?toierez professeurs, professionnels de la sant?, internes et ?tudiants de m?decine. Vous y apprendrez des notions de niveau universitaire qui ont ?t? s?lectionn?es et adapt?es afin que toute personne int?ress?e puisse les comprendre et y donner du sens. Ainsi, nous aborderons des th?mes proches du monde qui vous entoure?: la respiration lors d¡¯un effort physique, en altitude, le r?le des polluants atmosph?riqu... Pourquoi respirons-nous?? A quoi servent nos poumons?? Quel est le lien entre l¡¯oxyg?ne et la vie?? Ces questions ouvrent un vaste champ de d?couvertes et de curiosit?s pour mieux comprendre la ?respiration. Ce cours s¡¯adresse ? toute personne qui souhaite apprivoiser, s¡¯approprier ou approfondir le fonctionnement de la respiration et des poumons, autrement dit la physiologie respiratoire humaine. ? Plong?s au c©«ur de l¡¯universit? et de la pratique hospitali?re, durant ?sept semaines, vous c?toierez professeurs, professionnels de la sant?, internes et ?tudiants de m?decine. Vous y apprendrez des notions de niveau universitaire qui ont ?t? s?lectionn?es et adapt?es afin que toute personne int?ress?e puisse les comprendre et y donner du sens. Ainsi, nous aborderons des th?mes proches du monde qui vous entoure?: la respiration lors d¡¯un effort physique, en altitude, le r?le des polluants atmosph?riques, l¡¯asthme¡¦. ? A chaque le?on, un expert abordera des domaines concrets et pratiques?: comment appr?cier l¡¯oxyg?nation d¡¯un patient, pourquoi lui administrer de l¡¯oxyg?ne, que signifie hyperventiler¡¦. ? Ce cours vous fera entrer en profondeur dans un monde o? l¡¯atmosph?re est faite d¡¯anatomie humaine, de physique des volumes et des pressions, de gaz et de sang, d¡¯oxyg?ne et de CO2, de poumons et de tissus, de tabagisme et de bronchite chronique. ? Au terme de ce cours, vous serez capables?de expliquer et d?crire les principes d¡¯oxyg?nation, de ventilation, de transport et de consommation d¡¯oxyg?ne, de diffusion de gaz entre l¡¯air et le sang¡¦ par des sch?mas et par des calculs utilisant quelques formules fondamentales. ?valuer la quantit? et la qualit? de l¡¯oxyg?nation d¡¯un patient, distinguer les situations normales de celles dites pathologiques. Bref, vous aurez, pour votre plaisir et votre motivation, approfondi votre culture g?n?rale en acqu?rant des connaissances ?lev?es. Table des mati?res?: Sans oxyg?ne, point de vie sur terre L¡¯anatomie respiratoire : de la bouche aux alv?oles pulmonaires La ventilation et les volumes pulmonaires Les physiciens de la respiration La Cascade d¡¯Oxyg?ne L¡¯H?moglobine, transporteur d¡¯Oxyg?ne dans le sang Les couleurs de l¡¯oxyg?ne Le Dioxyde de Carbone (CO2) : bien mieux qu¡¯un d?chet de l¡¯organisme Respirer en altitude ou en avion : une adaptation ? l¡¯hypoxie L¡¯effort physique augmente la consommation d¡¯oxyg?ne Le poumon du f©«tus, c¡¯est le placenta de sa m?re Les polluants atmosph?riques, le monoxyde de carbone (CO) et le tabagisme L¡¯asthme obstrue et enflamme les petites bronches La bronchite chronique et l¡¯emphys?me r?duisent l¡¯?lasticit? des poumons L¡¯©«d?me Pulmonaire : le c©«ur et les poumons sont indissociables Respiration et bien-?tre : le yoga et l¡¯hypnose Compl?ments de physiologie respiratoire : le surfactant, la compliance, la fibros read more read less",/enroll?course_id=82876&direct_enroll=true,82876
Communicating Corporate Social Responsibility (CSR),edX,Universit? catholique de Louvain,5,16,,"FREE, Add a Verified Certificate for $50","Driven by global crises in financial, economic, and governance systems, companies all over the world devote massive resources to their corporate social responsibility (CSR). But what is CSR? What does it mean, and what does it involve? Do stakeholders really care, and if they do, how should companies communicate with them? In uncertain modern climates, CSR is a crucial driving force of a (r)evolution in business. If you are interested in the relationship between business and society, this course is for you! It is especially relevant for industry, public policy, and academic professionals working on CSR, as well as students following a traditional business curriculum who are interested in key value questions. The content is also accessible for consumers who are curious about how to make informed decisions while pursuing their own well-defined, long-term, responsible consumption goals. This course addresses CSR in two ways: ... Driven by global crises in financial, economic, and governance systems, companies all over the world devote massive resources to their corporate social responsibility (CSR). But what is CSR? What does it mean, and what does it involve? Do stakeholders really care, and if they do, how should companies communicate with them? In uncertain modern climates, CSR is a crucial driving force of a (r)evolution in business. If you are interested in the relationship between business and society, this course is for you! It is especially relevant for industry, public policy, and academic professionals working on CSR, as well as students following a traditional business curriculum who are interested in key value questions. The content is also accessible for consumers who are curious about how to make informed decisions while pursuing their own well-defined, long-term, responsible consumption goals. This course addresses CSR in two ways: As a reflection of corporate self-awareness As a source of innovation and a means to deal with heightened competitiveness, demands for sustainable development, and shifts in international governance By presenting insights from CSR experts, from both academia and practice, this course provides a way for managers, consumers, and citizens to acquire in-depth insights and critical perspectives on companies¡¯ CSR activities and communications. The multi-industry case study structure of this course enables participants to confront the challenges facing today¡¯s managers as they seek to develop and communicate their own CSR initiatives. Dedicated discussion forums also are available for participants to present personalized CSR cases. To help participants manage and communicate about CSR with various internal and external stakeholders, this course seeks to: ? Support current and future business leaders in their efforts to make responsible leadership, sustainable production, and consumption central to their corporate vision. ? Help citizens to function more effectively as informed watchdogs and responsible consumers.? read more read less",/enroll?course_id=82881&direct_enroll=true,82881
Introducci?n a la caligraf?a y paleograf?a en archivos hispanos medievales y modernos,edX,Universidad Carlos III de Madrid,5,29,,"FREE, Add a Verified Certificate for $50","¢¯Desea comprender el contexto hist?rico de las culturas medievales hisp?nicas que crearon documentos como forma de comunicaci?n manuscrita? ¢¯Le interesa alcanzar unas competencias profesionales para leer y escribir tipos hist?ricos de letra? ¢¯C?mo comprender y poner en pr?ctica los fundamentos de la caligraf?a hist?rica y las reglas de paleograf?a utilizando t?cnicas, materiales, herramientas originales, m?todos y principios? Este curso refleja un inter?s basado en los m?todos colaborativos de aprendizaje que contextualizan las habilidades de lectura y escritura de los manuscritos medievales y modernos. Se inscribe dentro de los postulados de las humanidades digitales y busca la combinaci?n de caligraf?a y paleograf?a. Esta integraci?n activa proporciona un conocimiento de calidad, superior a la mera reproducci?n aislada de letras o la mera transcripci?n paleogr?fica de los documentos. Se aprender? caligraf?a mientras se aprende p... ¢¯Desea comprender el contexto hist?rico de las culturas medievales hisp?nicas que crearon documentos como forma de comunicaci?n manuscrita? ¢¯Le interesa alcanzar unas competencias profesionales para leer y escribir tipos hist?ricos de letra? ¢¯C?mo comprender y poner en pr?ctica los fundamentos de la caligraf?a hist?rica y las reglas de paleograf?a utilizando t?cnicas, materiales, herramientas originales, m?todos y principios? Este curso refleja un inter?s basado en los m?todos colaborativos de aprendizaje que contextualizan las habilidades de lectura y escritura de los manuscritos medievales y modernos. Se inscribe dentro de los postulados de las humanidades digitales y busca la combinaci?n de caligraf?a y paleograf?a. Esta integraci?n activa proporciona un conocimiento de calidad, superior a la mera reproducci?n aislada de letras o la mera transcripci?n paleogr?fica de los documentos. Se aprender? caligraf?a mientras se aprende paleograf?a y viceversa. Ambas disciplinas se juntan en este curso de forma sin?rgica para hacer de este curso una respuesta formativa adecuada al estudio de la cultura manuscrita medieval y moderna. Este MOOC est? especialmente orientado a profesionales de archivos y responsables de conservaci?n y gesti?n de fondo antiguo dentro del patrimonio hist?rico documental. Estos expertos requieren un aprendizaje paleogr?fico esencial para poder alcanzar los objetivos de su trabajo con testimonios de la herencia cultural manuscrita. El curso est? tambi?n pensado para cal?grafos profesionales y para estudiantes de grado y posgrado con inter?s activo por la cultura manuscrita hispana desde el siglo IX hasta el XVIII. read more read less",/enroll?course_id=82895&direct_enroll=true,82895
Computer Science 101,Coursera,Stanford University,5,9,,FREE,"CS101 teaches the essential ideas of Computer Science for a zero-prior-experience audience. The course uses small coding experiments in the browser to play with the nature of computers, understanding their strengths and limitations. Sign up for the ""To be announced"" session to be notified by email when the class is next run, and sign up for ""Self-Study"" to start browsing the class materials right away.?Self-Study mode makes all the videos and assignments available to be done at your own pace, but without a certificate of completion at the end.",/enroll?course_id=19,19
Pre-Calculus,Coursera,"University of California, Irvine",3,1,,FREE,This course covers mathematical topics in algebra and trigonometry and is designed to prepare students to enroll for a first semester course in single variable calculus.,/enroll?course_id=198,198
Linear and Discrete Optimization,Coursera,?cole polytechnique f?d?rale de Lausanne,4,1,,FREE,The course is an introduction to linear and discrete optimization - an important part of computational mathematics with a wide range of applications in many areas of everyday life.,/enroll?course_id=208,208
Globalizing Higher Education and Research for the ¡®Knowledge Economy¡¯,Coursera,University of Wisconsin?Madison,3,1,,FREE,"This course is designed to examine an array of issues related to the globalization of higher education and research. The main objective of the course is to enable students to better understand how and why universities are engaged in the globalization process, as well as what the key implications of this development process are.",/enroll?course_id=386,386
The Diversity of Exoplanets,Coursera,University of Geneva,4,1,,FREE,"The course will provide an overview of the knowledge acquired during the past 20 years in the domain of exoplanets. It will review the different detection methods, their limitations, and the information provided on the orbital system and the planet itself, and how this information is helping our understanding of planet formation.",/enroll?course_id=421,421
Introduction to Databases,Coursera,Stanford University,4,3,,FREE,This course covers database design and the use of database management systems for applications.,/enroll?course_id=463,463
Effective Classroom Interactions: Supporting Young Children¡¯s Development,Coursera,University of Virginia,4,2,,FREE,During the early childhood years children gain knowledge and skills that provide the foundation for later learning. Young children learn many of these skills through the interactions they have with their teachers. This course is intended to increase teachers¡¯ knowledge about specific types of teacher-child interactions that promote young children¡¯s development. The course will focus on helping teachers to offer emotionally supportive interactions to the children in their care.,/enroll?course_id=479,479
Continuidad y desarrollo de la empresa familiar,Coursera,Tecnol?gico de Monterrey,2,1,,FREE,"¢¯Cu?l es la importancia de las empresas familiares en el mundo?, ¢¯c?mo garantizar su continuidad y permanencia?, ¢¯c?mo mejorar la comunicaci?n entre sus miembros? y ¢¯c?mo lograr sucesiones exitosas? Este curso brinda estas respuestas a trav?s de la identificaci?n de estrategias para la profesionalizaci?n de las empresas familiares.",/enroll?course_id=1196,1196
Antimicrobial Stewardship: Optimization of Antibiotic Practices,Coursera,Stanford University,4,1,,FREE,Internet Enduring Material Sponsored by: Stanford University School of Medicine // Presented by: The Division of Infectious Diseases in the Department of Medicine at Stanford University School of Medicine,/enroll?course_id=3184,3184
An Exploration of Symmetry (Eligible for NTU Credit),Coursera,"Nanyang Technological University, Singapore",4,1,,FREE,"[IF YOU ARE LOOKING FOR THE NO-CREDIT ON-DEMAND VERSION OF THIS COURSE PLEASE GO TO https://www.coursera.org/learn/symmetry]. Learn how to identify symmetrical forms and appreciate their importance in nature, art, architecture, crystallography and technology. Understand symmetry quantitatively, recognize its role in beauty and design, and appreciate its function in our everyday life. The level of difficulty is intermediate-to-hard with a workload is 7-10 hrs/week. This MOOC is for credit, and students who obtain a Verified Certificate by submitting and authenticating at least 8 out of the 9 assignments with an overall mark of more than 60%, earn 3 Academic Units (AU) that can be directed towards either an Unrestricted Elective (UE) or General Elective (GE-STS) subject at NTU. The usual NTU examination procedure requires student identification through webcam plus keystroke patterning for each assignment submission with a no-tolera... [IF YOU ARE LOOKING FOR THE NO-CREDIT ON-DEMAND VERSION OF THIS COURSE PLEASE GO TO https://www.coursera.org/learn/symmetry]. Learn how to identify symmetrical forms and appreciate their importance in nature, art, architecture, crystallography and technology. Understand symmetry quantitatively, recognize its role in beauty and design, and appreciate its function in our everyday life. The level of difficulty is intermediate-to-hard with a workload is 7-10 hrs/week. This MOOC is for credit, and students who obtain a Verified Certificate by submitting and authenticating at least 8 out of the 9 assignments with an overall mark of more than 60%, earn 3 Academic Units (AU) that can be directed towards either an Unrestricted Elective (UE) or General Elective (GE-STS) subject at NTU. The usual NTU examination procedure requires student identification through webcam plus keystroke patterning for each assignment submission with a no-tolerance policy towards cheating (https://www.coursera.org/about/terms/honorcode and http://www.ntu.edu.sg/SAO/Pages/HonourCode.aspx). Students who are found to cheat, tamper with or falsify grades, or collude on assignments will be denied credits. It is not necessary to be enrolled at NTU to be awarded 3 AU and once received the AU remain valid 3 years. Because this is a for-credit course students must join the Signature Track stream within the first 2 week add-drop period (up to 22 January 2016, 2359 hrs) in accordance with NTU rules. read more read less",/enroll?course_id=3612,3612
The Clinical Psychology of Children and Young People,Coursera,The University of Edinburgh,3,1,,FREE,The course will cover the basic guiding principles of the Clinical Psychology of Children and Young People and illustrate how theories of psychological development can be applied in understanding children and young people's mental health and well being within a wider societal and cultural context. We will also discuss current psychological models of prevention and treatment for Children and Young People.,/enroll?course_id=12665,12665
The Art and Archaeology of Ancient Nubia,Coursera,Emory University,3,2,,FREE,This course examines the development of the art and architecture of the cultures of ancient Nubia through what we have learned from archaeology and how that evidence has helped us create the picture we now have of the culture and history of the birth and development of art and civilization in the Nile Valley.,/enroll?course_id=12676,12676
